Point Number;X cooridnate;Y coordinate;Z coordinate
1413;773;-493;-440
1414;-546;-61;4
1415;-475;649;-440
1416;-184;-434;564
1417;-582;-89;-258
1418;519;660;868
1419;415;121;598
1420;35;625;330
1421;-436;458;-293
1422;-281;-197;625
1423;-379;-502;-584
1424;599;-381;-561
1425;-200;661;-877
1426;-651;-623;910
1427;-316;575;-620
1428;-200;23;-621
1429;404;233;-467
1430;264;501;256
1431;-321;-113;157
1432;591;-639;460
1433;756;-632;-679
1434;-110;712;-528
1435;-73;70;-365
1436;-34;-782;672
1437;-505;-146;-102
1438;612;-75;-650
1439;-510;101;-108
1440;-314;-769;-738
1441;668;-336;-551
1442;741;-443;-822
1443;474;-331;691
1444;-234;526;-628
1445;545;333;-94
1446;586;-642;-655
1447;384;-378;-522
1448;639;601;664
1449;6;501;-666
1450;777;114;-459
1451;-901;-556;786
1452;-832;-604;576
1453;54;-388;118
1454;167;180;606
1455;-309;573;-782
1456;-901;-731;818
1457;-242;-229;258
1458;-540;-756;-816
1459;-131;-307;284
1460;418;273;-89
1461;-437;563;-395
1462;-603;-414;-684
1463;-198;442;-658
1464;138;784;283
1465;-873;-6;-138
1466;-548;607;376
1467;53;830;27
1468;-58;119;-702
1469;-323;-646;694
1470;-549;27;869
1471;487;-323;371
1472;-71;-525;404
1473;-550;-569;-520
1474;-587;-688;-582
1475;-554;-714;873
1476;603;-456;-512
1477;803;659;601
1478;491;719;-519
1479;-412;-602;-750
1480;-530;-146;-206
1481;432;661;839
1482;-69;218;-546
1483;-330;-336;329
1484;150;-306;-664
1485;-525;547;-35
1486;-847;-527;726
1487;-866;-655;-119
1488;616;-577;418
1489;191;178;718
1490;-379;-337;622
1491;-668;-181;44
1492;-131;-68;-739
1493;-92;-91;304
1494;198;367;605
1495;276;603;303
1496;-518;-439;-804
1497;-496;-465;-549
1498;-544;-547;-748
1499;557;806;835
1500;-275;-73;-557
1501;608;-383;-662
1502;-582;-694;-647
1503;-719;558;693
1504;-450;501;-255
1505;-245;-76;-571
1506;659;-463;667
1507;-634;-147;94
1508;-254;-109;-762
1509;-824;30;-43
1510;304;-20;680
1511;-737;102;-62
1512;-259;-461;542
1513;-366;516;-371
1514;456;91;-630
1515;-541;-833;716
1516;-777;20;-133
1517;527;859;-317
1518;309;-413;-294
1519;877;-500;-770
1520;725;-456;631
1521;-342;-231;762
1522;236;32;704
1523;-624;-664;691
1524;577;783;538
1525;-118;-172;126
1526;-540;-838;-764
1527;-354;609;-177
1528;-408;-280;909
1529;11;-140;57
1530;295;169;-120
1531;-480;380;-158
1532;-642;-203;662
1533;-770;-51;-71
1534;502;850;879
1535;-735;298;485
1536;-575;-107;76
1537;663;-600;-759
1538;-698;-596;628
1539;-771;-886;667
1540;603;-494;399
1541;-693;-606;-552
1542;655;106;-431
1543;-590;-753;-809
1544;431;-50;-583
1545;561;625;901
1546;-682;-322;-75
1547;-790;-751;740
1548;81;5;552
1549;-31;-552;398
1550;724;-328;-484
1551;-259;-646;639
1552;300;220;-106
1553;749;489;-463
1554;-506;99;-121
1555;-43;-225;220
1556;522;831;-450
1557;-689;-516;-718
1558;447;313;-239
1559;-654;-727;-713
1560;-834;-159;-234
1561;20;-104;-696
1562;-340;656;-674
1563;413;779;613
1564;-60;622;217
1565;-644;-411;-43
1566;624;200;-445
1567;689;-337;385
1568;284;-301;-511
1569;32;615;-801
1570;-782;112;-65
1571;-653;655;-236
1572;-665;-622;-200
1573;-831;-692;873
1574;48;13;577
1575;-651;-197;-177
1576;-590;349;393
1577;-357;528;-634
1578;-442;705;-155
1579;535;53;-563
1580;202;-119;-393
1581;-171;-321;30
1582;-520;688;-189
1583;57;19;740
1584;86;201;755
1585;-527;97;-58
1586;490;-469;586
1587;-49;626;-823
1588;-739;-565;598
1589;702;902;708
1590;647;959;690
1591;-277;-494;585
1592;-343;629;-720
1593;-95;72;-373
1594;398;-347;-505
1595;197;-51;718
1596;316;649;99
1597;-144;399;-806
1598;-104;-97;-634
1599;712;-1;-581
1600;15;558;268
1601;-128;-215;397
1602;-106;-301;66
1603;735;852;-477
1604;-391;657;-273
1605;612;-597;561
1606;-441;-731;34
1607;-493;470;344
1608;-719;-136;-336
1609;-197;-782;495
1610;-341;-257;253
1611;-203;-46;-587
1612;805;-509;-418
1613;395;93;-558
1614;215;40;773
1615;-108;653;-786
1616;295;118;571
1617;-666;-430;-65
1618;648;-347;-675
1619;-567;-657;-745
1620;-386;-439;-609
1621;-627;481;-146
1622;539;353;-605
1623;-845;-724;-150
1624;625;-533;-755
1625;-530;684;-216
1626;575;-310;-531
1627;-244;-440;479
1628;395;-450;649
1629;562;-560;328
1630;799;-491;-678
1631;623;-468;-817
1632;-264;-717;568
1633;-511;482;384
1634;-901;556;430
1635;756;639;-537
1636;40;481;173
1637;627;948;677
1638;-252;24;-802
1639;-490;-629;-809
1640;673;-512;444
1641;-935;-791;674
1642;-873;-744;769
1643;567;29;-515
1644;575;708;712
1645;-808;-149;-279
1646;468;310;-193
1647;-119;-45;131
1648;-741;-934;611
1649;-455;47;678
1650;-185;-385;70
1651;-558;688;-368
1652;-460;50;590
1653;331;-188;-499
1654;292;-452;579
1655;-326;-139;-538
1656;474;286;-438
1657;660;541;-585
1658;-29;-314;-316
1659;-66;-739;427
1660;-145;251;-578
1661;-475;-137;-33
1662;70;328;535
1663;174;354;708
1664;509;807;-280
1665;-811;-684;-197
1666;822;710;-605
1667;382;-535;636
1668;-132;26;-501
1669;-549;368;-278
1670;-450;736;-65
1671;-106;148;-636
1672;-834;-199;-230
1673;787;566;705
1674;808;124;-537
1675;-883;-862;838
1676;-27;-81;222
1677;576;934;816
1678;501;454;-92
1679;-152;-199;-642
1680;143;-259;-484
1681;-590;322;435
1682;-805;-217;-47
1683;-124;173;-413
1684;-356;-568;527
1685;269;661;195
1686;-737;678;410
1687;-398;-574;-656
1688;-311;411;-190
1689;-302;41;-545
1690;-151;-151;378
1691;604;128;-671
1692;-176;224;-586
1693;-177;-270;-18
1694;-730;512;707
1695;530;32;-348
1696;162;104;646
1697;94;-380;-289
1698;-200;430;-700
1699;55;330;624
1700;-648;-740;-543
1701;520;-595;-507
1702;530;-316;-619
1703;102;731;157
1704;96;-31;448
1705;-452;-98;691
1706;144;736;236
1707;-836;-135;-77
1708;-781;-160;40
1709;22;-44;632
1710;-328;600;-851
1711;-421;741;-283
1712;11;814;211
1713;-745;17;66
1714;-784;-891;787
1715;681;51;-769
1716;251;-433;-355
1717;167;727;380
1718;-255;161;-490
1719;-51;422;-737
1720;424;621;588
1721;-603;599;683
1722;-244;-399;277
1723;24;111;-669
1724;624;711;-394
1725;-267;-262;782
1726;-652;610;-250
1727;435;537;-11
1728;655;-336;-645
1729;-750;-510;-191
1730;-464;-146;-20
1731;-293;-589;-533
1732;-674;-702;695
1733;-796;79;-179
1734;-58;-348;248
1735;-146;-613;818
1736;-307;-556;-579
1737;-551;436;-209
1738;439;280;-71
1739;801;773;625
1740;-233;-73;-691
1741;-581;-558;-668
1742;-304;100;-597
1743;3;549;-531
1744;-315;-293;355
1745;-622;-95;855
1746;522;843;583
1747;500;760;-557
1748;83;208;461
1749;774;-371;-668
1750;-241;-9;-740
1751;-671;699;-276
1752;-277;502;-257
1753;251;882;190
1754;-154;-148;296
1755;375;-484;683
1756;53;679;382
1757;-626;-91;741
1758;275;-301;-344
1759;-87;-201;-531
1760;-85;-506;151
1761;123;-12;408
1762;-91;-226;172
1763;-365;-217;649
1764;70;-458;-383
1765;-50;-600;707
1766;-408;-567;-572
1767;-764;-586;717
1768;150;22;443
1769;-290;-252;857
1770;193;235;720
1771;-466;-510;41
1772;-238;187;-481
1773;-724;-756;606
1774;-7;-426;697
1775;-592;571;314
1776;571;-128;-563
1777;-889;555;383
1778;-190;702;-684
1779;296;-527;-475
1780;263;29;578
1781;440;592;771
1782;97;-28;564
1783;577;-439;-777
1784;559;693;-431
1785;-66;-63;-617
1786;-303;-194;545
1787;-709;312;627
1788;780;746;-316
1789;-198;-251;243
1790;215;352;-71
1791;-437;-606;-759
1792;523;609;-371
1793;564;689;-509
1794;555;-51;-486
1795;32;603;373
1796;-66;788;308
1797;-544;727;-262
1798;-350;6;801
1799;237;-398;-447
1800;-763;-764;75
1801;-835;-767;584
1802;-480;-37;-62
1803;168;-87;647
1804;-797;568;585
1805;-452;-488;-506
1806;67;293;585
1807;-800;-600;-69
1808;651;723;-543
1809;-241;-40;-646
1810;66;-669;604
1811;-408;-78;823
1812;-645;-742;43
1813;-243;-39;-544
1814;519;415;-140
1815;-660;-625;19
1816;-911;445;547
1817;-639;-581;-834
1818;723;-435;575
1819;-500;647;-133
1820;-535;60;747
1821;-128;423;-674
1822;646;717;-247
1823;755;785;-544
1824;-7;-444;718
1825;-221;420;-802
1826;-125;-270;220
1827;19;241;601
1828;-263;100;-467
1829;338;134;447
1830;-625;454;344
1831;-543;-730;-275
1832;-185;403;-800
1833;-834;-812;720
1834;507;824;891
1835;-703;659;-155
1836;577;511;-539
1837;-12;-422;688
1838;-340;-437;607
1839;-239;-18;-755
1840;-801;-741;531
1841;-99;-635;648
1842;513;-297;641
1843;243;204;568
1844;374;213;117
1845;505;159;19
1846;-642;-37;707
1847;563;812;874
1848;-644;524;414
1849;547;-386;-662
1850;711;702;-427
1851;-52;-357;314
1852;429;212;-490
1853;891;-434;-596
1854;84;282;720
1855;745;616;853
1856;362;158;-225
1857;-508;-509;26
1858;623;-520;539
1859;478;849;806
1860;-171;549;-762
1861;-847;-745;785
1862;620;604;-487
1863;-210;-660;501
1864;-774;-31;-297
1865;-281;104;-713
1866;-359;693;-57
1867;284;315;525
1868;242;617;32
1869;-200;-229;296
1870;-772;-765;-252
1871;160;622;372
1872;665;819;-352
1873;-258;680;-885
1874;-442;-554;-95
1875;513;-416;734
1876;-245;199;-704
1877;-502;527;492
1878;-38;545;-735
1879;-119;256;-590
1880;-305;-156;791
1881;-471;402;-224
1882;725;612;-575
1883;-470;586;-343
1884;525;701;643
1885;-687;-18;-39
1886;-238;-269;271
1887;-476;-59;643
1888;-724;-542;-299
1889;625;58;-411
1890;114;331;719
1891;-23;-59;-591
1892;-95;-77;-652
1893;-314;-707;-685
1894;-740;8;-273
1895;-253;-183;184
1896;-255;94;-746
1897;-52;-817;554
1898;431;395;145
1899;693;-452;519
1900;657;580;760
1901;-564;-19;890
1902;716;178;-430
1903;-384;-696;-735
1904;-654;-89;-203
1905;350;171;-551
1906;-473;429;-346
1907;-679;-488;776
1908;-298;-514;-582
1909;514;-383;473
1910;661;-424;475
1911;-584;619;-1
1912;-341;-687;-474
1913;418;361;-213
1914;-158;-299;341
1915;-426;-687;-56
1916;647;828;-492
1917;-254;-127;-668
1918;-774;-486;-115
1919;-278;658;-642
1920;-436;-11;654
1921;-46;-177;341
1922;621;223;4
1923;715;-432;525
1924;-298;108;-503
1925;-30;82;-716
1926;-432;-509;-53
1927;-241;-559;416
1928;774;-656;-498
1929;641;755;689
1930;817;552;-552
1931;-620;-503;-167
1932;54;-337;-445
1933;-267;46;-494
1934;-433;-631;-715
1935;-574;-583;-66
1936;-23;-365;95
1937;-295;-212;119
1938;843;779;-498
1939;592;-668;489
1940;311;368;142
1941;713;610;-496
1942;446;69;-460
1943;-592;689;-416
1944;-738;-472;-136
1945;-789;-34;64
1946;811;660;-314
1947;294;238;-138
1948;-581;-737;-297
1949;-634;-828;608
1950;135;734;47
1951;-290;-160;270
1952;88;-301;-268
1953;-820;-697;766
1954;-764;53;-179
1955;-195;-536;824
1956;739;560;-331
1957;-774;-788;769
1958;880;-481;-659
1959;633;-444;297
1960;-564;-226;47
1961;68;685;387
1962;488;341;-191
1963;31;559;235
1964;-350;461;-595
1965;65;-235;-561
1966;78;-200;256
1967;246;480;-27
1968;598;-624;-649
1969;-302;-616;779
1970;-412;-68;-122
1971;83;346;611
1972;128;42;698
1973;-746;-717;15
1974;-173;731;-641
1975;-59;625;-524
1976;489;768;-333
1977;15;-81;188
1978;605;-529;536
1979;-734;326;476
1980;240;233;765
1981;-689;-185;-318
1982;-4;-525;562
1983;-329;-191;97
1984;-667;-514;-246
1985;607;-405;-705
1986;622;951;752
1987;-330;66;-643
1988;-587;324;603
1989;-513;-520;-818
1990;-409;-595;-762
1991;-548;-696;799
1992;-517;597;-321
1993;-673;-143;833
1994;-97;-409;696
1995;-46;469;-780
1996;-117;-209;328
1997;-496;-550;-582
1998;-470;507;-317
1999;-675;-581;-121
2000;145;103;693
2001;602;132;-518
2002;-255;-362;383
2003;-433;-578;-176
2004;-91;-77;204
2005;-110;-140;-555
2006;60;-368;166
2007;255;305;-158
2008;589;799;528
2009;738;-481;481
2010;-521;-727;-805
2011;-643;-9;104
2012;800;-347;-769
2013;621;543;-454
2014;-557;688;496
2015;521;-568;572
2016;729;778;-573
2017;-648;603;-202
2018;-552;-738;-873
2019;-371;-675;689
2020;-840;477;661
2021;584;257;102
2022;-772;41;10
2023;178;-287;-382
2024;-246;-45;147
2025;-715;-677;-728
2026;-469;457;469
2027;13;685;148
2028;573;-443;-460
2029;365;-451;579
2030;360;202;-101
2031;-640;-158;-311
2032;-672;483;-341
2033;-428;-539;-460
2034;-683;263;404
2035;26;125;-727
2036;100;113;691
2037;-775;-45;-18
2038;-264;557;-739
2039;-294;13;-740
2040;-373;-53;-518
2041;13;-320;-302
2042;-575;-198;71
2043;-601;-198;670
2044;-470;-470;-515
2045;733;708;-613
2046;514;-338;352
2047;-435;-781;-475
2048;350;231;-301
2049;-566;530;-146
2050;781;-571;-536
2051;-352;467;-669
2052;599;255;-190
2053;609;-398;616
2054;11;-668;765
2055;-703;558;710
2056;263;889;254
2057;-703;-540;-731
2058;-614;414;574
2059;445;635;-415
2060;-550;-733;-199
2061;-537;737;-175
2062;-60;-760;521
2063;-743;-781;-52
2064;632;913;-575
2065;344;330;149
2066;-509;674;11
2067;-321;32;740
2068;208;-445;-266
2069;26;-87;-656
2070;437;186;-502
2071;216;-435;-585
2072;821;-567;-808
2073;-155;60;-559
2074;-625;594;632
2075;-263;-289;332
2076;687;91;-795
2077;-811;-814;792
2078;-520;-115;-332
2079;373;219;582
2080;-362;-56;865
2081;-601;-237;-153
2082;-34;-494;524
2083;-335;-255;275
2084;-482;-684;-115
2085;-717;314;621
2086;-624;-607;-63
2087;557;825;-469
2088;-162;496;-561
2089;522;399;-123
2090;-451;-130;492
2091;-547;451;-311
2092;-775;-622;63
2093;500;561;604
2094;411;79;-63
2095;-827;48;-78
2096;-237;172;-583
2097;-610;-115;545
2098;649;-458;-625
2099;153;846;225
2100;-122;-276;342
2101;438;225;137
2102;652;730;-239
2103;-439;661;-313
2104;715;696;-242
2105;586;618;-330
2106;437;-596;501
2107;277;601;183
2108;676;231;-557
2109;-220;185;-693
2110;643;755;-267
2111;-584;508;-183
2112;-585;-567;-137
2113;602;-678;-608
2114;-521;576;-25
2115;111;-241;-395
2116;-41;545;-496
2117;593;-613;375
2118;745;714;-550
2119;-383;-229;775
2120;102;77;499
2121;452;125;-95
2122;-172;-152;-480
2123;177;98;419
2124;-58;-486;117
2125;25;62;641
2126;-44;401;-712
2127;160;877;108
2128;429;326;-131
2129;-278;-609;621
2130;581;169;-539
2131;638;657;575
2132;500;689;551
2133;36;184;-565
2134;771;76;-446
2135;-409;-526;-640
2136;-565;-189;570
2137;176;664;138
2138;545;813;609
2139;403;693;729
2140;-565;-176;577
2141;534;410;101
2142;-609;-777;-269
2143;-285;570;-499
2144;241;-324;-640
2145;-9;-466;-517
2146;-660;-561;828
2147;-612;529;700
2148;-381;-699;-497
2149;-210;531;-543
2150;-541;-8;634
2151;317;-365;-465
2152;-98;33;-530
2153;-244;-592;770
2154;-590;-597;-475
2155;-677;-661;826
2156;-212;-746;452
2157;24;-656;459
2158;319;112;476
2159;-717;466;667
2160;564;621;720
2161;-595;333;557
2162;-344;-704;-540
2163;-425;569;-211
2164;-775;-808;638
2165;-679;-464;-84
2166;453;517;-81
2167;-581;-768;25
2168;-599;-166;604
2169;-270;-202;672
2170;-430;-413;-574
2171;-471;-273;763
2172;-34;-385;124
2173;148;-513;-414
2174;-408;-552;-712
2175;48;-395;239
2176;357;678;125
2177;266;600;210
2178;747;824;-390
2179;19;-226;266
2180;-368;-622;-749
2181;510;833;-544
2182;104;-169;-442
2183;141;634;162
2184;543;624;-278
2185;235;859;222
2186;-261;595;-463
2187;-204;484;-780
2188;499;355;76
2189;-377;547;-270
2190;378;-359;458
2191;68;314;636
2192;106;275;573
2193;351;215;701
2194;26;-677;599
2195;294;800;251
2196;-393;494;-330
2197;-908;-634;616
2198;-688;93;-185
2199;-186;364;-709
2200;147;-249;-648
2201;-627;-774;117
2202;553;898;764
2203;437;148;-708
2204;664;85;-750
2205;-352;471;-386
2206;-79;-813;529
2207;616;761;773
2208;-838;-635;687
2209;54;572;298
2210;513;-355;663
2211;644;-545;447
2212;-297;-231;129
2213;640;882;-289
2214;21;598;217
2215;398;668;856
2216;-682;-592;-31
2217;573;192;-346
2218;240;-213;-573
2219;302;707;32
2220;-725;-838;-169
2221;-49;-501;614
2222;614;671;-288
2223;-611;-210;636
2224;471;138;-205
2225;751;719;725
2226;523;-594;685
2227;392;94;-468
2228;289;-251;-361
2229;-537;-96;25
2230;-516;-484;-746
2231;-221;621;-590
2232;-739;-110;-120
2233;-175;-185;69
2234;-660;-111;807
2235;702;-709;-655
2236;230;66;581
2237;393;79;630
2238;294;-250;-470
2239;-527;-647;-751
2240;-648;-661;-177
2241;-81;-260;105
2242;-69;-44;-668
2243;576;850;693
2244;-259;-560;672
2245;353;-442;-350
2246;-37;-85;-485
2247;-668;-34;-345
2248;479;630;-334
2249;568;15;-385
2250;336;-585;436
2251;-682;-911;603
2252;-364;462;-55
2253;420;90;-569
2254;124;-279;-240
2255;216;8;668
2256;-627;501;433
2257;568;23;-602
2258;-265;478;-521
2259;209;583;160
2260;-723;-482;735
2261;33;-649;477
2262;-44;236;-654
2263;-929;-563;740
2264;56;-422;-349
2265;603;388;-195
2266;-299;-671;-617
2267;-86;-256;9
2268;150;-254;-430
2269;-216;-7;-722
2270;604;-377;-570
2271;399;744;600
2272;474;689;724
2273;-442;-66;814
2274;-419;743;-370
2275;-265;-601;-657
2276;237;245;-53
2277;795;650;-378
2278;-618;-135;768
2279;627;-435;-590
2280;-613;-529;-16
2281;-653;-103;-152
2282;-724;-739;488
2283;-393;471;-227
2284;356;-454;437
2285;385;-358;-472
2286;597;850;707
2287;-347;598;-263
2288;-599;-570;2
2289;-829;-759;853
2290;409;-4;-460
2291;687;705;661
2292;557;-659;611
2293;-651;654;-212
2294;-91;-123;33
2295;689;224;-430
2296;-237;-132;834
2297;-563;-729;-526
2298;687;-580;-498
2299;-259;-100;-571
2300;-172;-764;618
2301;637;312;-42
2302;-377;-710;-814
2303;-201;-129;239
2304;-815;389;408
2305;-690;599;382
2306;-9;490;-583
2307;-154;-394;148
2308;543;318;-630
2309;664;-310;-496
2310;-551;-860;-718
2311;294;155;593
2312;592;-556;-634
2313;-566;-338;642
2314;-585;39;658
2315;28;-407;-378
2316;708;124;-607
2317;174;758;298
2318;38;-683;555
2319;212;786;374
2320;54;180;412
2321;-847;350;480
2322;490;-639;-664
2323;238;210;475
2324;-627;-719;-695
2325;-668;-548;-93
2326;329;230;483
2327;755;-369;-727
2328;412;-550;335
2329;-261;-684;-649
2330;-33;-24;-672
2331;96;506;64
2332;120;-23;695
2333;-242;642;-619
2334;59;-260;-317
2335;-626;-679;-195
2336;-392;723;-92
2337;-856;-749;541
2338;647;330;-530
2339;605;576;-636
2340;-804;563;372
2341;-614;-172;850
2342;411;-307;-480
2343;-557;119;-138
2344;584;-259;607
2345;-555;-100;-301
2346;-668;-719;-92
2347;570;-636;546
2348;-444;660;-83
2349;396;201;-76
2350;-645;-512;-557
2351;555;156;-206
2352;-650;-14;68
2353;-611;461;-138
2354;-705;-554;722
2355;-507;-323;742
2356;388;13;-481
2357;-343;-717;-638
2358;531;891;699
2359;77;192;434
2360;-444;531;-328
2361;704;500;-376
2362;496;694;-388
2363;126;-183;-518
2364;540;-238;595
2365;-318;-683;554
2366;-475;-210;962
2367;-76;-794;658
2368;265;579;319
2369;-529;-4;-236
2370;52;-209;263
2371;294;-362;-405
2372;174;655;293
2373;67;834;333
2374;-535;629;-100
2375;-89;-814;709
2376;-133;-102;-794
2377;359;164;111
2378;330;596;232
2379;-403;-529;-865
2380;9;661;-557
2381;-379;-84;679
2382;-109;-333;164
2383;469;922;780
2384;-528;533;-279
2385;555;4;-561
2386;781;51;-485
2387;-408;-734;-67
2388;651;-700;-644
2389;800;123;-541
2390;866;-623;-736
2391;-109;-82;151
2392;-127;472;-528
2393;281;665;263
2394;352;-504;567
2395;-171;766;-612
2396;424;388;68
2397;-354;460;-304
2398;-256;-577;738
